ID,Date,Time,State,Intensity,Injuries,Fatalities
61B00A36,6/8/1953,16:00:00,NE,1,0,0
DBADB808,6/8/1953,17:15:00,MI,4,18,4
1A321410,6/8/1953,18:00:00,OH,4,379,17
4D0A7558,6/8/1953,18:30:00,MI,3,5,1
59B09C7E,6/8/1953,18:30:00,MI,3,11,0
C9F0F64E,6/8/1953,18:40:00,MI,2,13,4
FB89980F,6/8/1953,19:08:00,MI,3,0,0
A7DF2DBA,6/8/1953,19:30:00,MI,5,844,116
0E10C742,6/8/1953,21:00:00,MI,0,0,0
338BA5C9,6/8/1953,21:30:00,MI,4,23,0
82EDA8FA,6/9/1953,14:25:00,MA,4,1228,94
A2652C86,6/9/1953,15:20:00,NH,3,5,0
74B5BB30,6/9/1953,15:30:00,MA,3,17,0
0CFC5231,6/9/1953,16:00:00,NH,1,0,0
6EAEE7E2,6/10/1953,14:00:00,VA,1,0,0
D558B183,6/11/1953,16:00:00,WY,1,0,0
E60F243B,6/12/1953,18:00:00,WY,2,0,0
B5E73215,6/13/1953,11:45:00,OH,2,0,0
0BCBA006,6/13/1953,14:40:00,VA,1,0,0
B6CDB854,6/13/1953,16:20:00,ND,2,0,0
CC5B1880,6/13/1953,17:00:00,ND,0,0,0
F343FB84,6/13/1953,21:00:00,IN,1,0,0
8CF41C3D,6/14/1953,16:00:00,SD,2,0,0
E65871EB,6/15/1953,16:00:00,SD,2,0,0
6509590C,6/17/1953,14:30:00,CO,2,0,0
918385FD,6/18/1953,3:00:00,FL,1,0,0
F4534C4E,6/18/1953,23:45:00,SD,1,0,0
56DA8FBF,6/19/1953,12:00:00,OK,1,0,0
DAD7DCE5,6/19/1953,13:35:00,KS,2,0,0
A7D73B86,6/19/1953,15:00:00,KS,2,0,0
6655BF3C,6/19/1953,15:00:00,NE,1,0,0
